Batch,BTC-USD,SOL-USD,DOGE-USD,SHIB-USD,AVAX-USD,ADA-USD,DOT-USD,ETH-USD
2560,24120.51,,,,,,,1899.32
2561,24120.51,,,,,,,1899.37
2562,24116.31,,,,,,,1899.35
2563,24116.31,,,,,,,1899.11
2564,24116.3,,,,,,,1899.48
2565,24119.32,,,,,,,1899.48
2566,24116.3,,,,,,,1899.47
2567,24116.27,,,,,,,1899.48
2568,24116.31,,,,,,,1899.57
2569,24115.82,,,,,,,1899.59
2570,24115.83,,,,,,,1899.6
2571,24116.3,,,,,,,1899.6
2572,24117.01,,,,,,,1899.57
2573,24116.96,,,,,,,1898.88
2574,24116.96,,,,,,,1898.77
2575,24116.96,,,,,,,1898.77
2576,24116.99,,,,,,,1898.73
2577,24119.09,,,,,,,1898.65
2578,24119.09,,,,,,,1898.64
2579,24119.05,,,,,,,1898.68
2580,24119.1,,,,,,,1898.68
2581,24118.98,,,,,,,1898.69
2582,24118.73,,,,,,,1898.69
2583,24118.75,,,,,,,1898.69
2584,24115.03,,,,,,,1898.69
2585,24117.04,,,,,,,1898.75
2586,24117.06,,,,,,,1898.75
2587,24117.07,,,,,,,1898.75
2588,24117.07,,,,,,,1898.75
2589,24117.06,,,,,,,1898.74
2590,24115.02,,,,,,,1898.75
2591,24114.04,,,,,,,1898.75
2592,24112.19,,,,,,,1898.78
2593,24112.17,,,,,,,1898.81
2594,24112.19,,,,,,,1898.81
2595,24112.19,,,,,,,1898.7
2596,24112.2,,,,,,,1898.7
2597,24113.9,,,,,,,1898.7
2598,24113.91,,,,,,,1898.74
2599,24113.91,,,,,,,1898.74
2600,24113.92,,,,,,,1898.73
2601,24113.93,,,,,,,1898.8
2602,24115.36,,,,,,,1898.66
2603,24115.49,,,,,,,1898.65
2604,24115.57,,,,,,,1898.64
2605,24115.62,,,,,,,1898.67
2606,24115.64,,,,,,,1898.64
2607,24115.68,,,,,,,1898.64
2608,24115.78,,,,,,,1898.65
2609,24115.86,,,,,,,1898.65
2610,24115.42,,,,,,,1898.63
2611,24115.42,,,,,,,1898.65
2612,24112.23,,,,,,,1898.65
2613,24112.52,,,,,,,1898.53
2614,24112.51,,,,,,,1898.68
2615,24112.51,,,,,,,1898.69
2616,24112.48,,,,,,,1898.69
2617,24112.48,,,,,,,1898.7
2618,24112.63,,,,,,,1898.72
2619,24116.01,,,,,,,1898.7
2620,24116.01,,,,,,,1898.72
2621,24116.04,,,,,,,1898.57
2622,24113.8,,,,,,,1898.71
2623,24113.78,,,,,,,1898.46
2624,24113.77,,,,,,,1898.39
2625,24113.77,,,,,,,1898.48
2626,24113.77,,,,,,,1898.48
2627,24113.58,,,,,,,1898.48
2628,24113.57,,,,,,,1898.45
2629,24113.46,,,,,,,1898.47
2630,24113.58,,,,,,,1898.47
2631,24111.87,,,,,,,1898.47
2632,24115.18,,,,,,,1898.47
2633,24115.18,,,,,,,1898.47
2634,24115.18,,,,,,,1898.57
2635,24115.18,,,,,,,1898.6
2636,24115.19,,,,,,,1898.63
2637,24116.96,,,,,,,1898.7
2638,24116.96,,,,,,,1898.49
2639,24114.22,,,,,,,1898.84
2640,24114.55,,,,,,,1898.84
2641,24115.06,,,,,,,1898.84
2642,24112.41,,,,,,,1899
2643,24116.3,,,,,,,1898.99
2644,24116.14,,,,,,,1898.73
2645,24116.09,,,,,,,1898.94
2646,24116.12,,,,,,,1898.95
2647,24117.06,,,,,,,1898.99
2648,24116.48,,,,,,,1898.99
2649,24117.06,,,,,,,1899.13
2650,24119.11,,,,,,,1899.24
2651,24119.27,,,,,,,1899.24
2652,24115.64,,,,,,,1899.24
2653,24112.53,,,,,,,1899.08
2654,24112.24,,,,,,,1899.07
2655,24112.24,,,,,,,1899.07
2656,24110.37,,,,,,,1899.35
2657,24109.62,,,,,,,1899.34
2658,24108.49,,,,,,,1899.35
2659,24108.4,,,,,,,1899.16
2660,24109.35,,,,,,,1899.13
2661,24109.39,,,,,,,1899.05
2662,24108.41,,,,,,,1898.83
2663,24108.81,,,,,,,1899.11
2664,24108.81,,,,,,,1899
2665,24108.81,,,,,,,1898.99
2666,24108.88,,,,,,,1898.99
2667,24109.26,,,,,,,1898.99
2668,24108.5,,,,,,,1899
2669,24108.5,,,,,,,1898.99
2670,24108.65,,,,,,,1899.18
2671,24108.73,,,,,,,1899.14
2672,24109.91,,,,,,,1899.24
2673,24109.96,,,,,,,1899.4
2674,24110.11,,,,,,,1899.4
2675,24110.22,,,,,,,1899.4
2676,24110.24,,,,,,,1899.28
2677,24110.38,,,,,,,1899.28
2678,24110.38,,,,,,,1899.15
2679,24108.69,,,,,,,1899.11
2680,24110.17,,,,,,,1899.11
2681,24110.55,,,,,,,1899.14
2682,24110.57,,,,,,,1899.1
2683,24110.61,,,,,,,1899.1
2684,24110.61,,,,,,,1899.1
2685,24109.32,,,,,,,1898.9
2686,24110.07,,,,,,,1899.2
2687,24108.73,,,,,,,1899.3
2688,24108.73,,,,,,,1899.16
2689,24108.73,,,,,,,1899.16
2690,24108.73,,,,,,,1899.16
2691,24108.49,,,,,,,1899.17
2692,24108.4,,,,,,,1899.17
2693,24108.4,,,,,,,1899.17
2694,24108.39,,,,,,,1899.17
2695,24108.39,,,,,,,1899.16
2696,24108.73,,,,,,,1899.16
2697,24108.73,,,,,,,1899.16
2698,24108.39,,,,,,,1899.16
2699,24108.39,,,,,,,1899.16
2700,24108.39,,,,,,,1899.1
2701,24108.39,,,,,,,1899.1
2702,24108.39,,,,,,,1898.97
2703,24108.39,,,,,,,1898.81
2704,24108.4,,,,,,,1898.82
2705,24108.4,,,,,,,1898.75
2706,24108.4,,,,,,,1898.75
2707,24108.4,,,,,,,1898.72
2708,24108.39,,,,,,,1898.72
2709,24108.39,,,,,,,1898.75
2710,24108.39,,,,,,,1898.74
2711,24108.39,,,,,,,1898.73
2712,24108.39,,,,,,,1898.7
2713,24108.39,,,,,,,1898.71
2714,24108.39,,,,,,,1898.72
2715,24108.39,,,,,,,1898.7
2716,24108.39,,,,,,,1898.59
2717,24108.39,,,,,,,1898.59
2718,24108.39,,,,,,,1898.59
2719,24108.39,,,,,,,1898.51
2720,24108.66,,,,,,,1898.54
2721,24108.66,,,,,,,1898.74
2722,24108.39,,,,,,,1898.74
2723,24108.39,,,,,,,1898.74
2724,24108.39,,,,,,,1898.92
2725,24108.42,,,,,,,1898.93
2726,24108.39,,,,,,,1898.95
2727,24108.39,,,,,,,1898.96
2728,24108.39,,,,,,,1898.97
2729,24108.39,,,,,,,1898.67
2730,24108.66,,,,,,,1898.7
2731,24108.65,,,,,,,1898.7
2732,24108.56,,,,,,,1898.77
2733,24108.39,,,,,,,1898.74
2734,24108.39,,,,,,,1898.69
2735,24108.56,,,,,,,1898.56
2736,24109.11,,,,,,,1898.47
2737,24109.09,,,,,,,1898.83
2738,24109.08,,,,,,,1898.86
2739,24109,,,,,,,1898.61
2740,24108.92,,,,,,,1898.61
2741,24108.9,,,,,,,1898.79
2742,24108.82,,,,,,,1898.79
2743,24108.78,,,,,,,1898.73
2744,24108.61,,,,,,,1898.83
2745,24108.39,,,,,,,1898.8
2746,24106.61,,,,,,,1898.89
2747,24106.6,,,,,,,1898.89
2748,24106.54,,,,,,,1898.65
2749,24106.41,,,,,,,1898.65
2750,24106.35,,,,,,,1898.59
2751,24110.87,,,,,,,1898.58
2752,24111.85,,,,,,,1898.86
2753,24111.87,,,,,,,1898.78
2754,24111.88,,,,,,,1898.78
2755,24113.21,,,,,,,1898.61
2756,24113.23,,,,,,,1898.75
2757,24113.2,,,,,,,1898.78
2758,24113.22,,,,,,,1898.65
2759,24114.88,,,,,,,1898.86
2760,24115.82,,,,,,,1898.87
2761,24116.25,,,,,,,1898.84
2762,24116.89,,,,,,,1898.64
2763,24113.87,,,,,,,1898.69
2764,24113.22,,,,,,,1898.69
2765,24113.2,,,,,,,1898.69
2766,24112.36,,,,,,,1898.68
2767,24112.23,,,,,,,1898.57
2768,24116.89,,,,,,,1898.64
2769,24114.04,,,,,,,1898.57
2770,24113.95,,,,,,,1898.9
2771,24113.85,,,,,,,1898.76
2772,24113.82,,,,,,,1898.86
2773,24113.8,,,,,,,1898.79
2774,24114.07,,,,,,,1898.79
2775,24114.04,,,,,,,1898.89
2776,24113.47,,,,,,,1898.81
2777,24117.17,,,,,,,1898.81
2778,24117.17,,,,,,,1898.81
2779,24117.17,,,,,,,1898.81
2780,24118.11,,,,,,,1898.84
2781,24115.08,,,,,,,1898.85
2782,24115.08,,,,,,,1899.05
2783,24113.55,,,,,,,1898.96
2784,24113.35,,,,,,,1899.03
2785,24112.78,,,,,,,1899.04
2786,24111.87,,,,,,,1899.07
2787,24109.11,,,,,,,1898.99
2788,24108.9,,,,,,,1898.95
2789,24108.5,,,,,,,1898.94
2790,24107.53,,,,,,,1898.95
2791,24107.41,,,,,,,1899.01
2792,24108.19,,,,,,,1899
2793,24108.19,,,,,,,1899
2794,24107.24,,,,,,,1899.02
2795,24108.19,,,,,,,1899.02
2796,24108.19,,,,,,,1899.07
2797,24108.57,,,,,,,1899.07
2798,24108.58,,,,,,,1899.18
2799,24108.63,,,,,,,1899.17
2800,24108.63,,,,,,,1899.16
2801,24108.68,,,,,,,
2802,24108.87,,,,,,,
2803,24108.97,,,,,,,
2804,24109.01,,,,,,,
2805,24109.04,,,,,,,
2806,24109.06,,,,,,,
2807,24106.76,,,,,,,
2808,24108.18,,,,,,,
2809,24107.13,,,,,,,
2810,24108.16,,,,,,,
2811,24107.11,,,,,,,
2812,24107.11,,,,,,,
2813,24107.11,,,,,,,
2814,24108.08,,,,,,,
2815,24108.09,,,,,,,
2816,24104.81,,,,,,,
2817,24104.07,,,,,,,
2818,24105.09,,,,,,,
2819,24105.09,,,,,,,
2820,24102.22,,,,,,,
2821,24104.17,,,,,,,
2822,24104.13,,,,,,,
2823,24104.13,,,,,,,
2824,24104.13,,,,,,,
2825,24101.61,,,,,,,
2826,24104.08,,,,,,,
2827,24102.24,,,,,,,
2828,24106.32,,,,,,,
2829,24106.31,,,,,,,
2830,24106.54,,,,,,,
2831,24107.06,,,,,,,
2832,24107.05,,,,,,,
2833,24107.91,,,,,,,
2834,24107.91,,,,,,,
2835,24107.91,,,,,,,
2836,24108.08,,,,,,,
2837,24108.01,,,,,,,
2838,24107.59,,,,,,,
2839,24107.6,,,,,,,
2840,24109.63,,,,,,,
2841,24109.6,,,,,,,
2842,24109.6,,,,,,,
2843,24108.45,,,,,,,
2844,24110.67,,,,,,,
2845,24111.04,,,,,,,
2846,24110.46,,,,,,,
2847,24110.41,,,,,,,
2848,24110.34,,,,,,,
2849,24110.29,,,,,,,
2850,24113.14,,,,,,,
2851,24113.13,,,,,,,
2852,24113.13,,,,,,,
2853,24113.15,,,,,,,
2854,24113.16,,,,,,,
2855,24113.16,,,,,,,
2856,24115.89,,,,,,,
2857,24115.9,,,,,,,
2858,24113.88,,,,,,,
2859,24113.87,,,,,,,
2860,24110.57,,,,,,,
2861,24112.69,,,,,,,
2862,24112.72,,,,,,,
2863,24112.73,,,,,,,
2864,24109.43,,,,,,,
2865,24109.43,,,,,,,
2866,24109.16,,,,,,,
2867,24113.6,,,,,,,
2868,24113.6,,,,,,,
2869,24115.41,,,,,,,
2870,24116.06,,,,,,,
2871,24116.44,,,,,,,
2872,24116.25,,,,,,,
2873,24116.05,,,,,,,
2874,24116.25,,,,,,,
2875,24116.25,,,,,,,
2876,24116.26,,,,,,,
2877,24116.25,,,,,,,
2878,24116.28,,,,,,,
2879,24116.26,,,,,,,
2880,24116.25,,,,,,,
2881,24116.25,,,,,,,
2882,24116.26,,,,,,,
2883,24114.7,,,,,,,
2884,24113.61,,,,,,,
2885,24115.47,,,,,,,
2886,24115.47,,,,,,,
2887,24115.47,,,,,,,
2888,24116.26,,,,,,,
2889,24116.27,,,,,,,
2890,24116.25,,,,,,,
2891,24116.26,,,,,,,
2892,24117.45,,,,,,,
2893,24116.74,,,,,,,
2894,24115.43,,,,,,,
2895,24116.54,,,,,,,
2896,24113.45,,,,,,,
2897,24113.46,,,,,,,
2898,24115.2,,,,,,,
2899,24115.25,,,,,,,
2900,24115.33,,,,,,,
2901,24115.33,,,,,,,
2902,24116.32,,,,,,,
2903,24116.32,,,,,,,
2904,24116.45,,,,,,,
2905,24116.45,,,,,,,
2906,24116.49,,,,,,,
2907,24116.5,,,,,,,
2908,24116.52,,,,,,,
2909,24113.35,,,,,,,
2910,24112.1,,,,,,,
2911,24112.1,,,,,,,
2912,24111.7,,,,,,,
2913,24110.51,,,,,,,
2914,24110.43,,,,,,,
2915,24110.41,,,,,,,
2916,24110.41,,,,,,,
2917,24110.41,,,,,,,
2918,24110.41,,,,,,,
2919,24110.41,,,,,,,
2920,24109.68,,,,,,,
2921,24109.74,,,,,,,
2922,24109.75,,,,,,,
2923,24112.36,,,,,,,
2924,24111.06,,,,,,,
2925,24111.06,,,,,,,
2926,24111.06,,,,,,,
2927,24112.13,,,,,,,
2928,24111.83,,,,,,,
2929,24111.57,,,,,,,
2930,24111.46,,,,,,,
2931,24108.98,,,,,,,
2932,24111.46,,,,,,,
2933,24111.46,,,,,,,
2934,24111.46,,,,,,,
2935,24109.79,,,,,,,
2936,24109.78,,,,,,,
2937,24109.75,,,,,,,
2938,24109.41,,,,,,,
2939,24109.3,,,,,,,
2940,24109.28,,,,,,,
2941,24109.21,,,,,,,
2942,24109.21,,,,,,,
2943,24109.17,,,,,,,
2944,24112.96,,,,,,,
2945,24112.96,,,,,,,
2946,24113.03,,,,,,,
2947,24113.04,,,,,,,
2948,24111.46,,,,,,,
2949,24111.45,,,,,,,
2950,24112.78,,,,,,,
2951,24112.79,,,,,,,
2952,24112.16,,,,,,,
2953,24112.16,,,,,,,
2954,24112.16,,,,,,,
2955,24112.88,,,,,,,
2956,24113.04,,,,,,,
2957,24112.6,,,,,,,
2958,24109.11,,,,,,,
2959,24112.57,,,,,,,
2960,24112.78,,,,,,,
2961,24112.78,,,,,,,
2962,24115.72,,,,,,,
2963,24114.01,,,,,,,
2964,24113.89,,,,,,,
2965,24113.88,,,,,,,
2966,24114.01,,,,,,,
2967,24114.04,,,,,,,
2968,24114.01,,,,,,,
2969,24113.52,,,,,,,
2970,24113.52,,,,,,,
2971,24113.51,,,,,,,
2972,24114.36,,,,,,,
2973,24112.86,,,,,,,
2974,24116.01,,,,,,,
2975,24116.01,,,,,,,
2976,24116.04,,,,,,,
2977,24116.02,,,,,,,
2978,24114.17,,,,,,,
2979,24114.16,,,,,,,
2980,24114.16,,,,,,,
2981,24114.16,,,,,,,
2982,24114.14,,,,,,,
2983,24114.14,,,,,,,
2984,24113.98,,,,,,,
2985,24114.11,,,,,,,
2986,24112.34,,,,,,,
2987,24112.34,,,,,,,
2988,24112.31,,,,,,,
2989,24112.31,,,,,,,
2990,24112.35,,,,,,,
2991,24112.32,,,,,,,
2992,24112.22,,,,,,,
2993,24113.5,,,,,,,
2994,24114.29,,,,,,,
2995,24111.29,,,,,,,
2996,24111.28,,,,,,,
2997,24118.1,,,,,,,
2998,24118.06,,,,,,,
2999,24118.03,,,,,,,
3000,24114.01,,,,,,,
3001,24114,,,,,,,
3002,24116,,,,,,,
3003,24116,,,,,,,
3004,24116.04,,,,,,,
3005,24116.04,,,,,,,
3006,24115.99,,,,,,,
