Batch,BTC-USD,SOL-USD,DOGE-USD,SHIB-USD,AVAX-USD,ADA-USD,DOT-USD,ETH-USD
1089,24127.14,,,,,,,1898.27
1090,24129.25,,,,,,,1898.27
1091,24129.25,,,,,,,1898.26
1092,24129.3,,,,,,,1898.26
1093,24130.38,,,,,,,1898.5
1094,24130.38,,,,,,,1898.46
1095,24130.39,,,,,,,1898.26
1096,24131.35,,,,,,,1898.38
1097,24131.36,,,,,,,1898.33
1098,24128.2,,,,,,,1898.29
1099,24128.2,,,,,,,1898.33
1100,24127.6,,,,,,,1898.33
1101,24126.94,,,,,,,1898.16
1102,24126.93,,,,,,,1898.13
1103,24126.38,,,,,,,1898.11
1104,24129.65,,,,,,,1898.14
1105,24130.33,,,,,,,1898.14
1106,24130.34,,,,,,,1898.17
1107,24130.76,,,,,,,1898.18
1108,24130.76,,,,,,,1898.03
1109,24130.79,,,,,,,1898.03
1110,24130.85,,,,,,,1898.03
1111,24130.86,,,,,,,1898
1112,24130.87,,,,,,,1898.04
1113,24131,,,,,,,1898
1114,24131.02,,,,,,,1897.99
1115,24131.27,,,,,,,1898.19
1116,24131.27,,,,,,,1898
1117,24131.51,,,,,,,1898.01
1118,24132.1,,,,,,,1898.01
1119,24130.85,,,,,,,1898
1120,24130.86,,,,,,,1898.02
1121,24129.75,,,,,,,1897.88
1122,24129.72,,,,,,,1897.88
1123,24129.72,,,,,,,1897.88
1124,24129.95,,,,,,,1897.85
1125,24129.81,,,,,,,1897.85
1126,24129.79,,,,,,,1897.86
1127,24129.98,,,,,,,1897.83
1128,24129.98,,,,,,,1897.83
1129,24129.98,,,,,,,1897.77
1130,24129.73,,,,,,,1897.74
1131,24129.74,,,,,,,1897.77
1132,24129.74,,,,,,,1897.85
1133,24129.74,,,,,,,1897.94
1134,24129.75,,,,,,,1897.95
1135,24131.14,,,,,,,1898.15
1136,24131.15,,,,,,,1898.24
1137,24129.89,,,,,,,1897.95
1138,24129.86,,,,,,,1897.95
1139,24129.87,,,,,,,1898.08
1140,24129.86,,,,,,,1898.12
1141,24130.76,,,,,,,1898.14
1142,24129.45,,,,,,,1898.15
1143,24129.63,,,,,,,1898.18
1144,24129.46,,,,,,,1898.18
1145,24129.36,,,,,,,1897.96
1146,24129.37,,,,,,,1897.95
1147,24129.47,,,,,,,1897.95
1148,24130.68,,,,,,,1898.34
1149,24130.85,,,,,,,1898.39
1150,24130.8,,,,,,,1898.63
1151,24130.8,,,,,,,1898.64
1152,24130.81,,,,,,,1898.68
1153,24130.81,,,,,,,1898.69
1154,24130.79,,,,,,,1898.71
1155,24130.89,,,,,,,1898.76
1156,24130.9,,,,,,,1898.68
1157,24129.26,,,,,,,1898.68
1158,24129.02,,,,,,,1898.68
1159,24129.02,,,,,,,1898.64
1160,24130.89,,,,,,,1898.64
1161,24130.9,,,,,,,1898.58
1162,24131.39,,,,,,,1898.46
1163,24131.5,,,,,,,1898.82
1164,24129.02,,,,,,,1898.82
1165,24128.87,,,,,,,1898.75
1166,24128.87,,,,,,,1898.73
1167,24129.02,,,,,,,1898.75
1168,24128.88,,,,,,,1898.83
1169,24128.86,,,,,,,1898.8
1170,24128.86,,,,,,,1898.73
1171,24129.03,,,,,,,1898.72
1172,24130.67,,,,,,,1898.68
1173,24130.37,,,,,,,1898.66
1174,24127.16,,,,,,,1898.63
1175,24128.76,,,,,,,1898.63
1176,24125.26,,,,,,,1898.56
1177,24127.93,,,,,,,1898.46
1178,24127.93,,,,,,,1898.46
1179,24126.38,,,,,,,1898.45
1180,24128.74,,,,,,,1898.45
1181,24128.74,,,,,,,1898.81
1182,24129.38,,,,,,,1898.82
1183,24129.38,,,,,,,1898.51
1184,24131.16,,,,,,,1898.48
1185,24131.31,,,,,,,1898.69
1186,24131.76,,,,,,,1898.66
1187,24131.86,,,,,,,1898.54
1188,24131.87,,,,,,,1898.6
1189,24132.98,,,,,,,1898.51
1190,24133.11,,,,,,,1898.51
1191,24133.11,,,,,,,1898.51
1192,24133.12,,,,,,,1898.51
1193,24129.02,,,,,,,1898.51
1194,24129.02,,,,,,,1898.51
1195,24128.97,,,,,,,1898.51
1196,24127.84,,,,,,,1898.52
1197,24131.77,,,,,,,1898.52
1198,24131.77,,,,,,,1898.52
1199,24128.41,,,,,,,1898.51
1200,24128.33,,,,,,,1898.51
1201,24129.71,,,,,,,1898.51
1202,24129.6,,,,,,,1898.51
1203,24129.09,,,,,,,1898.51
1204,24129.66,,,,,,,1898.51
1205,24129.64,,,,,,,1898.51
1206,24129.69,,,,,,,1898.16
1207,24130.97,,,,,,,1898.48
1208,24130.98,,,,,,,1898.41
1209,24128.41,,,,,,,1898.5
1210,24130.65,,,,,,,1898.41
1211,24130.68,,,,,,,1898.43
1212,24130.98,,,,,,,1898.45
1213,24130.98,,,,,,,1898.42
1214,24128.47,,,,,,,1898.64
1215,24128.44,,,,,,,1898.35
1216,24128.43,,,,,,,1898.32
1217,24128.43,,,,,,,1898.47
1218,24128.43,,,,,,,1898.47
1219,24128.46,,,,,,,1898.48
1220,24128.43,,,,,,,1898.35
1221,24129.59,,,,,,,1898.35
1222,24129.16,,,,,,,1898.62
1223,24129.15,,,,,,,1898.45
1224,24129.15,,,,,,,1898.45
1225,24129.27,,,,,,,1898.45
1226,24129.26,,,,,,,1898.45
1227,24128.3,,,,,,,1898.5
1228,24128.29,,,,,,,1898.52
1229,24130.89,,,,,,,1898.73
1230,24130.89,,,,,,,1898.95
1231,24129.29,,,,,,,1898.99
1232,24129.33,,,,,,,1899
1233,24129.32,,,,,,,1899.01
1234,24131.02,,,,,,,1899.02
1235,24131.02,,,,,,,1899.08
1236,24131.02,,,,,,,1899.16
1237,24131.24,,,,,,,1899.16
1238,24131.28,,,,,,,1899.18
1239,24128.58,,,,,,,1898.97
1240,24128.58,,,,,,,1899.01
1241,24128.51,,,,,,,1898.9
1242,24130.36,,,,,,,1898.82
1243,24128.69,,,,,,,1899.01
1244,24128.69,,,,,,,1899.01
1245,24130.49,,,,,,,1898.99
1246,24130.5,,,,,,,1898.91
1247,24130.52,,,,,,,1898.91
1248,24130.53,,,,,,,1899
1249,24126.86,,,,,,,1899.1
1250,24129.39,,,,,,,1899.16
1251,24129.6,,,,,,,1899.22
1252,24129.46,,,,,,,1899.13
1253,24129.59,,,,,,,1899.18
1254,24129.59,,,,,,,1899.18
1255,24131.22,,,,,,,1899.35
1256,24131.22,,,,,,,1899.35
1257,24131.22,,,,,,,1899.35
1258,24131.2,,,,,,,1899.31
1259,24128.66,,,,,,,1899.26
1260,24130.67,,,,,,,1899.3
1261,24128.68,,,,,,,1899.3
1262,24130.51,,,,,,,1899.3
1263,24130.25,,,,,,,1899.53
1264,24130,,,,,,,1899.24
1265,24130,,,,,,,1899.64
1266,24130,,,,,,,1899.63
1267,24130,,,,,,,1899.63
1268,24129.99,,,,,,,1899.64
1269,24128.24,,,,,,,1899.58
1270,24131.19,,,,,,,1899.61
1271,24131.03,,,,,,,1899.62
1272,24131.03,,,,,,,1899.59
1273,24128.27,,,,,,,1899.59
1274,24130.97,,,,,,,1899.62
1275,24128.26,,,,,,,1899.46
1276,24128.26,,,,,,,1899.45
1277,24131.21,,,,,,,1899.43
1278,24131.21,,,,,,,1899.65
1279,24131.21,,,,,,,1899.62
1280,24128.52,,,,,,,1899.54
1281,24128.51,,,,,,,1899.47
1282,24128.34,,,,,,,1899.26
1283,24130.5,,,,,,,1899.26
1284,24128.51,,,,,,,1899.21
1285,24130.45,,,,,,,1899.21
1286,24130.35,,,,,,,1899.21
1287,24130.38,,,,,,,1899.2
1288,24130.38,,,,,,,1899.18
1289,24130.35,,,,,,,1899.18
1290,24130.34,,,,,,,1899.16
1291,24130.83,,,,,,,1899.11
1292,24130.8,,,,,,,1899.29
1293,24130.83,,,,,,,1899.45
1294,24130.05,,,,,,,1899.36
1295,24130.83,,,,,,,1899.36
1296,24130.83,,,,,,,1899.28
1297,24131.22,,,,,,,1899.25
1298,24131.22,,,,,,,1899.34
1299,24130.01,,,,,,,1899.19
1300,24129.98,,,,,,,1899.17
1301,24130.02,,,,,,,1899.37
1302,24129.99,,,,,,,1899.19
1303,24129.13,,,,,,,1899.46
1304,24128.88,,,,,,,1899.46
1305,24131.7,,,,,,,1899.45
1306,24129.36,,,,,,,1899.48
1307,24129.48,,,,,,,1899.48
1308,24129.45,,,,,,,1899.42
1309,24131.1,,,,,,,1899.42
1310,24131.11,,,,,,,1899.42
1311,24131.07,,,,,,,1899.43
1312,24128.65,,,,,,,1899.42
1313,24131.02,,,,,,,1899.42
1314,24131.03,,,,,,,1899.43
1315,24131.03,,,,,,,1899.49
1316,24128.61,,,,,,,1899.56
1317,24128.6,,,,,,,1899.57
1318,24128.63,,,,,,,1899.59
1319,24130.8,,,,,,,1899.62
1320,24130.81,,,,,,,1899.64
1321,24128.88,,,,,,,1899.69
1322,24128.86,,,,,,,1899.71
1323,24128.81,,,,,,,1899.71
1324,24128.79,,,,,,,1899.71
1325,24128.78,,,,,,,1899.71
1326,24128.75,,,,,,,1899.73
1327,24128.63,,,,,,,1899.77
1328,24128.05,,,,,,,1899.78
1329,24128.01,,,,,,,1899.78
1330,24127.95,,,,,,,1899.78
1331,24127.34,,,,,,,1899.78
1332,24127.32,,,,,,,1899.8
1333,24127.28,,,,,,,1899.81
1334,24127.21,,,,,,,1899.84
1335,24130.71,,,,,,,1899.84
1336,24130.69,,,,,,,1899.85
1337,24130.69,,,,,,,1899.85
1338,24127.75,,,,,,,1899.85
1339,24127.75,,,,,,,1899.86
1340,24127.74,,,,,,,1899.87
1341,24129.7,,,,,,,1899.89
1342,24127.76,,,,,,,1899.9
1343,24127.13,,,,,,,1899.91
1344,24127.87,,,,,,,1899.95
1345,24127.77,,,,,,,1899.99
1346,24125.26,,,,,,,1900
1347,24127.77,,,,,,,1900.01
1348,24128.67,,,,,,,1900.02
1349,24125.27,,,,,,,1899.42
1350,24128.37,,,,,,,1899.4
1351,24127.94,,,,,,,1899.39
1352,24127.98,,,,,,,1899.4
1353,24127.91,,,,,,,1899.39
1354,24127.87,,,,,,,1899.43
1355,24127.88,,,,,,,1899.42
1356,24127.88,,,,,,,1899.51
1357,24127.88,,,,,,,1899.51
1358,24127.88,,,,,,,1899.43
1359,24127.9,,,,,,,1899.42
1360,24127.88,,,,,,,1899.4
1361,24127.98,,,,,,,1899.4
1362,24127.98,,,,,,,1899.52
1363,24127.98,,,,,,,1899.4
1364,24128.01,,,,,,,1899.69
1365,24128.01,,,,,,,1899.65
1366,24128.01,,,,,,,1899.65
1367,24129.24,,,,,,,1899.68
1368,24129.3,,,,,,,1899.72
1369,24129.31,,,,,,,1899.72
1370,24126.58,,,,,,,1899.89
1371,24126.29,,,,,,,1899.9
1372,24125.38,,,,,,,1899.86
1373,24125.27,,,,,,,1899.98
1374,24125.26,,,,,,,1900
1375,24125.21,,,,,,,1900.01
1376,24125.11,,,,,,,1900.01
1377,24125.08,,,,,,,1899.8
1378,24125,,,,,,,1899.77
1379,24124.99,,,,,,,1899.7
1380,24124.98,,,,,,,1899.89
1381,24125.22,,,,,,,1899.78
1382,24124.8,,,,,,,1899.77
1383,24124.24,,,,,,,1899.89
1384,24124.13,,,,,,,1899.89
1385,24124.12,,,,,,,1899.89
1386,24124.84,,,,,,,1899.74
1387,24124.82,,,,,,,1899.7
1388,24124.11,,,,,,,1899.79
1389,24124.11,,,,,,,1899.78
1390,24123.32,,,,,,,1899.92
1391,24123.31,,,,,,,1899.95
1392,24122.93,,,,,,,1899.92
1393,24122.93,,,,,,,1899.79
1394,24122.93,,,,,,,1899.8
1395,24122.93,,,,,,,1899.89
1396,24122.93,,,,,,,1899.92
1397,24122.84,,,,,,,1899.91
1398,24122.74,,,,,,,1899.82
1399,24121.65,,,,,,,1899.79
1400,24120.91,,,,,,,1899.96
1401,24120.92,,,,,,,1899.97
1402,24120.92,,,,,,,1899.99
1403,24120.92,,,,,,,1899.92
1404,24120.92,,,,,,,1899.81
1405,24120.92,,,,,,,1899.81
1406,24120.92,,,,,,,1899.78
1407,24120.92,,,,,,,1899.67
1408,24120.92,,,,,,,1899.96
1409,24120.92,,,,,,,1899.96
1410,24120.92,,,,,,,1899.97
1411,24120.92,,,,,,,1899.99
1412,24120.92,,,,,,,1899.8
1413,24120.92,,,,,,,1899.97
1414,24120.99,,,,,,,1899.99
1415,24121,,,,,,,1900
1416,24120.92,,,,,,,1899.8
1417,24120.92,,,,,,,1899.8
1418,24120.92,,,,,,,1899.8
1419,24120.92,,,,,,,1899.81
1420,24121.39,,,,,,,1899.91
1421,24121.49,,,,,,,1899.81
1422,24121.49,,,,,,,1899.58
1423,24120.99,,,,,,,1899.69
1424,24120.99,,,,,,,1899.71
1425,24121,,,,,,,1899.72
1426,24120.99,,,,,,,1899.57
1427,24121,,,,,,,1899.57
1428,24121,,,,,,,1899.57
1429,24121,,,,,,,1899.57
1430,24120.92,,,,,,,1899.64
1431,24120.92,,,,,,,1899.58
1432,24120.92,,,,,,,1899.68
1433,24120.91,,,,,,,1899.58
1434,24120.3,,,,,,,1899.58
1435,24120.27,,,,,,,1899.57
1436,24120.92,,,,,,,1899.57
1437,24120.92,,,,,,,1899.65
1438,24120.27,,,,,,,1899.66
1439,24119.61,,,,,,,1899.65
1440,24119.61,,,,,,,1899.64
1441,24117.17,,,,,,,1899.67
1442,24117.17,,,,,,,1899.68
1443,24115.49,,,,,,,1899.68
1444,24117.17,,,,,,,1899.58
1445,24118.65,,,,,,,1899.58
1446,24118.66,,,,,,,1899.58
1447,24118.66,,,,,,,1899.68
1448,24118.79,,,,,,,1899.88
1449,24118.81,,,,,,,1899.87
1450,24118.82,,,,,,,1899.84
1451,24118.86,,,,,,,1899.84
1452,24118.88,,,,,,,1899.84
1453,24118.63,,,,,,,1899.84
1454,24119.32,,,,,,,1899.83
1455,24119.41,,,,,,,1900.02
1456,24121.48,,,,,,,1900.02
1457,24121.49,,,,,,,1900.18
1458,24121.5,,,,,,,1900.18
1459,24121.86,,,,,,,1900.17
1460,24119.13,,,,,,,1900.35
1461,24117.9,,,,,,,1900.33
1462,24117.9,,,,,,,1900.34
1463,24117.91,,,,,,,1900.33
1464,24117.91,,,,,,,1900.21
1465,24117.91,,,,,,,1900.34
1466,24117.91,,,,,,,1900.52
1467,24117.18,,,,,,,1900.22
1468,24117.9,,,,,,,1900.21
1469,24117.9,,,,,,,1900.22
1470,24117.91,,,,,,,1900.22
1471,24119.88,,,,,,,1900.22
1472,24119.89,,,,,,,1900.18
1473,24120.93,,,,,,,1900.18
1474,24121.23,,,,,,,1900.18
1475,24119.19,,,,,,,1900.18
1476,24119.15,,,,,,,1900.12
1477,24119.18,,,,,,,1900.12
1478,24119.16,,,,,,,1900.12
1479,24119.14,,,,,,,1900.13
1480,24119.13,,,,,,,1900.12
1481,24119.16,,,,,,,1900.12
1482,24119.13,,,,,,,1900.12
1483,24119.19,,,,,,,1900.11
1484,24119.17,,,,,,,1900.1
1485,24121.16,,,,,,,1900.11
1486,24118.19,,,,,,,1900.01
1487,24119.13,,,,,,,1900.01
1488,24119.13,,,,,,,1900.01
1489,24119.13,,,,,,,1900.01
1490,24119.13,,,,,,,1900.01
1491,24117.91,,,,,,,1900.01
1492,24117.99,,,,,,,1900.01
1493,24117.91,,,,,,,1900.01
1494,24117.35,,,,,,,1900.01
1495,24120.45,,,,,,,1900.01
1496,24117.36,,,,,,,1900.01
1497,24117.36,,,,,,,1900.01
1498,24117.35,,,,,,,1900.01
1499,24117.19,,,,,,,1900.01
1500,24117.17,,,,,,,1900.01
1501,24116.05,,,,,,,1900.01
1502,24118.98,,,,,,,1900.01
1503,24118.98,,,,,,,1900.1
1504,24120.66,,,,,,,1900.01
1505,24120.67,,,,,,,1900.01
1506,24120.67,,,,,,,1900.01
1507,24120.66,,,,,,,1900.01
1508,24120.67,,,,,,,1900.01
1509,24118.71,,,,,,,1900.01
1510,24118.71,,,,,,,1900.01
1511,24118.58,,,,,,,1900.01
1512,24118.57,,,,,,,1900.01
1513,24120.54,,,,,,,1900.01
1514,24120.55,,,,,,,1900.02
1515,24120.55,,,,,,,1900.01
1516,24118.56,,,,,,,1900.01
1517,24118.56,,,,,,,1900.01
1518,24118.55,,,,,,,1900.01
1519,24118.55,,,,,,,1900.01
1520,24117.94,,,,,,,1900.01
1521,24119.65,,,,,,,1900.01
1522,24119.7,,,,,,,1900.01
1523,24119.72,,,,,,,1900.01
1524,24119.72,,,,,,,1900.01
1525,24119.76,,,,,,,1900.01
1526,24118.8,,,,,,,1900.01
1527,24115.69,,,,,,,1900.01
1528,24115.3,,,,,,,1900.01
1529,24115.26,,,,,,,1900.01
1530,24116.91,,,,,,,1900.05
1531,24116.92,,,,,,,1900.11
1532,24116.95,,,,,,,1900.13
1533,24116.95,,,,,,,1900.01
1534,24114.29,,,,,,,1900.01
1535,24114.46,,,,,,,1900.01
1536,24114.39,,,,,,,1900.1
1537,24114.1,,,,,,,1900.1
1538,24114.07,,,,,,,1900.1
1539,24114.07,,,,,,,1900.13
1540,24114.06,,,,,,,1900.01
1541,24114.08,,,,,,,1900.01
1542,24114.06,,,,,,,1900.01
1543,24114.07,,,,,,,1900.1
1544,24115.67,,,,,,,1900.13
1545,24115.66,,,,,,,1900.13
1546,24115.66,,,,,,,1900.13
1547,24115.64,,,,,,,1900.02
1548,24113.16,,,,,,,1900.02
1549,24113.16,,,,,,,1900.23
1550,24113.17,,,,,,,1900.23
1551,24115.22,,,,,,,1900.32
1552,24112.95,,,,,,,1900.51
1553,24112.95,,,,,,,1900.15
1554,24112.94,,,,,,,1900.15
1555,24113.55,,,,,,,1900.12
1556,24113.55,,,,,,,1900.01
1557,24113.36,,,,,,,1900.01
1558,24113.37,,,,,,,1900.01
1559,24113.53,,,,,,,1900.01
1560,24113.34,,,,,,,1900.01
1561,24113.36,,,,,,,1899.98
1562,24113.37,,,,,,,1900.02
1563,24113.42,,,,,,,1900.04
1564,24113.52,,,,,,,1900.02
1565,24113.56,,,,,,,1899.93
1566,24113.71,,,,,,,1899.92
1567,24113.93,,,,,,,1899.84
1568,24114.26,,,,,,,1899.83
1569,24114.29,,,,,,,1899.87
1570,24114.43,,,,,,,1899.84
1571,24114.76,,,,,,,1899.8
1572,24114.9,,,,,,,1899.79
1573,24115.23,,,,,,,1899.76
1574,24115.29,,,,,,,1899.76
1575,24115.34,,,,,,,1899.76
1576,24115.52,,,,,,,1899.76
1577,24115.81,,,,,,,1899.72
1578,24115.82,,,,,,,1899.68
1579,24115.98,,,,,,,1899.68
1580,24116.04,,,,,,,1899.56
1581,24111.96,,,,,,,1899.54
1582,24113.34,,,,,,,1899.54
1583,24112.06,,,,,,,1899.54
1584,24111.96,,,,,,,1899.54
1585,24111.99,,,,,,,1899.54
1586,24111.98,,,,,,,1899.54
1587,24111.97,,,,,,,1899.54
1588,24111.96,,,,,,,1899.54
1589,24115.24,,,,,,,1899.54
1590,24111.99,,,,,,,1899.54
1591,24111.98,,,,,,,1899.54
1592,24111.93,,,,,,,1899.54
1593,24111.96,,,,,,,1899.54
1594,24111.95,,,,,,,1899.54
1595,24111.95,,,,,,,1899.54
1596,24110.99,,,,,,,1899.54
1597,24110.98,,,,,,,1899.54
1598,24113.8,,,,,,,1899.56
1599,24111.99,,,,,,,1899.56
1600,24112,,,,,,,1899.57
1601,24111.99,,,,,,,1899.74
1602,24112,,,,,,,1899.54
1603,24111.99,,,,,,,1899.54
1604,24113.11,,,,,,,1899.54
1605,24111.99,,,,,,,1899.54
1606,24111.99,,,,,,,1899.54
1607,24111.99,,,,,,,1899.54
1608,24110.85,,,,,,,1899.54
1609,24110.21,,,,,,,1899.54
1610,24110.17,,,,,,,1899.67
1611,24110.09,,,,,,,1899.55
1612,24110.08,,,,,,,1899.55
1613,24110.22,,,,,,,1899.55
1614,24110.1,,,,,,,1899.54
1615,24109.46,,,,,,,1899.54
1616,24109.45,,,,,,,1899.56
1617,24110.22,,,,,,,1899.55
1618,24112.2,,,,,,,1899.55
1619,24109.6,,,,,,,1899.7
1620,24109.6,,,,,,,1899.56
1621,24109.03,,,,,,,1899.56
1622,24109.03,,,,,,,1899.56
1623,24108.45,,,,,,,1899.59
1624,24108.31,,,,,,,1899.72
1625,24109.99,,,,,,,1899.73
1626,24108.39,,,,,,,1899.7
1627,24109.94,,,,,,,1899.73
1628,24108.39,,,,,,,1899.73
1629,24107.86,,,,,,,1899.6
1630,24109.58,,,,,,,1899.7
1631,24109.9,,,,,,,1899.7
1632,24109.9,,,,,,,1899.7
1633,24111.16,,,,,,,1899.73
1634,24111.17,,,,,,,1899.73
1635,24108,,,,,,,1899.73
1636,24110.39,,,,,,,1899.65
1637,24109.26,,,,,,,1899.66
1638,24109.26,,,,,,,1899.63
1639,24109.24,,,,,,,1899.56
1640,24109.24,,,,,,,1899.56
1641,24109.25,,,,,,,1899.56
1642,24109.26,,,,,,,1899.56
1643,24109.15,,,,,,,1899.43
1644,24107.56,,,,,,,1899.43
1645,24107.5,,,,,,,1899.48
1646,24109.5,,,,,,,1899.44
1647,24109.51,,,,,,,1899.42
1648,24106.75,,,,,,,1899.42
1649,24106.75,,,,,,,1899.43
1650,24106.04,,,,,,,1899.42
1651,24105.87,,,,,,,1899.42
1652,24105.89,,,,,,,1899.42
1653,24105.89,,,,,,,1899.42
1654,24105.89,,,,,,,1899.42
1655,24105.81,,,,,,,1899.35
1656,24105.78,,,,,,,1899.35
1657,24105.79,,,,,,,1899.35
1658,24104.31,,,,,,,1899.35
1659,24104.22,,,,,,,1899.2
1660,24104.2,,,,,,,1899.2
1661,24103.99,,,,,,,1899.19
1662,24103.72,,,,,,,1899.19
1663,24104.32,,,,,,,1899.23
1664,24104.32,,,,,,,1899.23
1665,24104.32,,,,,,,1899.19
1666,24104.31,,,,,,,1899.19
1667,24104.31,,,,,,,1899.2
1668,24104.35,,,,,,,1899.23
1669,24104.64,,,,,,,1899.22
1670,24104.63,,,,,,,1899.23
1671,24104.45,,,,,,,1899.34
1672,24103.83,,,,,,,1899.2
1673,24103.67,,,,,,,1899.2
1674,24103.53,,,,,,,1899.19
1675,24103.43,,,,,,,1899.19
1676,24103.29,,,,,,,1899.19
1677,24103.23,,,,,,,1899.2
1678,24103.21,,,,,,,1899.19
1679,24103.14,,,,,,,1899.2
1680,24103.53,,,,,,,1899.2
1681,24103.14,,,,,,,1899.2
1682,24103.12,,,,,,,1899.38
1683,24102.99,,,,,,,1899.14
1684,24102.95,,,,,,,1899.14
1685,24102.16,,,,,,,1899.14
1686,24106.02,,,,,,,1899.14
1687,24106.03,,,,,,,1899.14
1688,24103.15,,,,,,,1899.23
1689,24103.14,,,,,,,1899.04
1690,24105.26,,,,,,,1899.04
1691,24105.3,,,,,,,1899.04
1692,24104.53,,,,,,,1899.04
1693,24104.53,,,,,,,1899.03
1694,24104.53,,,,,,,1899.05
1695,24103.15,,,,,,,1899.22
1696,24103.15,,,,,,,1899.05
1697,24103.15,,,,,,,1899.05
1698,24103.15,,,,,,,1899.05
1699,24102.58,,,,,,,1899.19
1700,24103.51,,,,,,,1899.06
1701,24103.52,,,,,,,1899.03
1702,24105.68,,,,,,,1899.14
1703,24103.55,,,,,,,1899.15
1704,24103.55,,,,,,,1899.15
1705,24103.55,,,,,,,1899.15
1706,24103.55,,,,,,,1899.13
1707,24103.55,,,,,,,1899.27
1708,24103.55,,,,,,,1899.14
1709,24103.55,,,,,,,1899.25
1710,24103.96,,,,,,,1899.26
1711,24103.99,,,,,,,1899.27
1712,24103.98,,,,,,,1899.1
1713,24103.95,,,,,,,1899.11
1714,24104.04,,,,,,,1899.24
1715,24103.97,,,,,,,1899.27
1716,24103.97,,,,,,,1899.09
1717,24107.05,,,,,,,1899.09
1718,24107.05,,,,,,,1899.08
1719,24106.75,,,,,,,1899.08
1720,24106.75,,,,,,,1899.07
1721,24104.93,,,,,,,1899.07
1722,24104.92,,,,,,,1899.06
1723,24104.92,,,,,,,1899.06
1724,24104.77,,,,,,,1899.06
1725,24106.75,,,,,,,1899.01
1726,24106.8,,,,,,,1899.05
1727,24106.73,,,,,,,1899.05
1728,24106.73,,,,,,,1899.18
1729,24106.71,,,,,,,1899.01
1730,24106.72,,,,,,,1899.08
1731,24107.52,,,,,,,1899.06
1732,24108.98,,,,,,,1899.05
1733,24109.61,,,,,,,1899.04
1734,24109.1,,,,,,,1899.06
1735,24109.17,,,,,,,1899.06
1736,24109.1,,,,,,,1899.11
1737,24109.18,,,,,,,1899.11
1738,24109.1,,,,,,,1899.11
1739,24108.97,,,,,,,1899.11
1740,24110.27,,,,,,,1899.1
1741,24110.18,,,,,,,1899.12
1742,24110.18,,,,,,,1899.11
1743,24110.18,,,,,,,1899.1
1744,24110.83,,,,,,,1899.05
1745,24111.51,,,,,,,1899.05
1746,24111.54,,,,,,,1899.02
1747,24111.57,,,,,,,1899
1748,24112.32,,,,,,,1899.04
1749,24112.32,,,,,,,1899.02
1750,24113.48,,,,,,,1899.01
1751,24113.97,,,,,,,1899
1752,24113.97,,,,,,,1899.15
1753,24113.98,,,,,,,1899.15
1754,24113.98,,,,,,,1899.16
1755,24117,,,,,,,1899.16
1756,24117.01,,,,,,,1899.17
1757,24116.4,,,,,,,1899.05
1758,24116.38,,,,,,,1899
1759,24114.16,,,,,,,1899
1760,24114.17,,,,,,,1899.01
1761,24114.16,,,,,,,1899.01
1762,24114.08,,,,,,,1899.01
1763,24113.1,,,,,,,1899
1764,24114.06,,,,,,,1899
1765,24113.24,,,,,,,1899
1766,24113.25,,,,,,,1898.8
1767,24113.25,,,,,,,1898.73
1768,24114.1,,,,,,,1898.69
1769,24111.62,,,,,,,1898.68
1770,24112.27,,,,,,,1898.68
1771,24112.43,,,,,,,1898.68
1772,24111.61,,,,,,,1898.68
1773,24111.61,,,,,,,1898.67
1774,24111.57,,,,,,,1898.67
1775,24111.46,,,,,,,1898.68
1776,24111.38,,,,,,,1898.67
1777,24111.37,,,,,,,1898.77
1778,24111.37,,,,,,,1898.77
1779,24111.38,,,,,,,1898.8
1780,24111.46,,,,,,,1898.69
1781,24111.48,,,,,,,1898.67
1782,24111.54,,,,,,,1898.55
1783,24111.68,,,,,,,1898.54
1784,24111.75,,,,,,,1898.67
1785,24111.78,,,,,,,1898.69
1786,24111.8,,,,,,,1898.7
1787,24111.97,,,,,,,1898.69
1788,24111.99,,,,,,,1898.7
1789,24113.95,,,,,,,1898.72
1790,24114.71,,,,,,,1898.75
1791,24114.72,,,,,,,1898.75
1792,24116.91,,,,,,,1898.75
1793,24116.88,,,,,,,1898.75
1794,24116.91,,,,,,,1898.75
1795,24116.98,,,,,,,1898.75
1796,24117,,,,,,,1898.76
1797,24117,,,,,,,1898.7
1798,24116.39,,,,,,,1898.85
1799,24116.99,,,,,,,1898.92
1800,24117,,,,,,,1898.99
1801,24118.97,,,,,,,1899.15
1802,24119.23,,,,,,,1899.16
1803,24117.79,,,,,,,1898.86
1804,24118.74,,,,,,,1898.84
1805,24119.7,,,,,,,1898.96
1806,24119.7,,,,,,,1898.87
1807,24119.39,,,,,,,1898.88
1808,24119.18,,,,,,,1898.88
1809,24121.02,,,,,,,1898.96
1810,24121.02,,,,,,,1898.96
1811,24121.88,,,,,,,1899.06
1812,24118.85,,,,,,,1899.14
1813,24118.85,,,,,,,1898.7
1814,24118.83,,,,,,,1898.7
1815,24119.22,,,,,,,1898.68
1816,24119.75,,,,,,,1898.66
1817,24119.75,,,,,,,1898.66
1818,24119.75,,,,,,,1898.66
1819,24119.93,,,,,,,1898.64
1820,24119.93,,,,,,,1898.64
1821,24120.16,,,,,,,1898.43
1822,24120.16,,,,,,,1898.42
1823,24120.17,,,,,,,1898.41
1824,24120.17,,,,,,,1898.42
1825,24120.19,,,,,,,1898.41
